OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Street Address,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
20281,2015,Multifamily LR (1-4),Low-Rise Multifamily,LEVERE APTS,1142001570,"3211 Grant McConachie Way, Vancouver International Airport",4,NORTHEAST,1927,1,3,25904,0,25904,Multifamily Housing,Multifamily Housing,25904,,,,,,85,37.3,42.5,84.9,98.9,965786,1099673,0,166054,566601,3992,399208,0,25.15,0.88,No,,Compliant,,,60,,38,18383
20296,2015,Multifamily LR (1-4),Low-Rise Multifamily,LEE AND LEE APARTMENTS,1142001770,3211 Grant McConnachie Way,4,NORTHEAST,1941,1,3,24548,0,24548,Multifamily Housing,Multifamily Housing,24548,,,,,,91,30.6,35,96,109.9,750679,859037,0,220012,750710,0,0,0,5.23,0.08,No,,Compliant,,,60,,38,18383
20297,2015,Multifamily MR (5-9),Mid-Rise Multifamily,COLLEGE PLACE APARTMENTS,1142001780,"1400 - 6551 No. 3 Rd., Unit 1612",4,NORTHEAST,1970,1,9,71827,18347,53480,"Multifamily Housing, Parking",Multifamily Housing,53480,Parking,10000,,,,88,31.8,36.1,99.8,113.4,1700276,1930609,0,498322,1700347,0,0,0,11.85,0.06,No,,Compliant,,,60,,38,18383
20303,2015,Multifamily MR (5-9),Mid-Rise Multifamily,TRINITY APARTMENTS,1145000070,"10151 No. 3 Road, Space #8, Terra Nova Village Shopping Centre",4,NORTHEAST,2008,1,6,145350,41300,104050,"Multifamily Housing, Retail Store",Multifamily Housing,141650,Retail Store,3700,,,,,24.5,26.4,72.9,76.9,3567977,3830002,0,960833,3278499,2896,289614,0,38.24,0.17,No,,Compliant,,,60,,38,18383
20304,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE KENNEDY BUILDING,1145000155,"3677 Westminster Highway, Unit #100",4,NORTHEAST,2004,1,7,169931,55428,114503,Multifamily Housing,Multifamily Housing,114503,,,,,,76,28.7,30.8,90.3,96.8,3291518,3528829,0,964689,3291655,0,0,0,22.95,0.05,No,,Compliant,,,60,,38,18383
20307,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ALLEGRO 1 APARTMENTS,1145000325,3211 Grant McConachie Way,4,NORTHEAST,1998,1,6,69452,43332,26120,"Multifamily Housing, Parking",Multifamily Housing,69452,Parking,43332,,,,91,40.1,44,107.7,114.2,2788342,3053014,0,638184,2177573,6109,610859,0,47.62,0.55,No,,Compliant,,,60,,38,18383
20308,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ALLEGRO II   (53 UNITS PLUS RETAIL),1145000525,"7000 Westminster Hwy, Vancouver International Airport",4,NORTHEAST,1999,1,6,47791,26136,21655,"Multifamily Housing, Parking",Multifamily Housing,47791,Parking,26136,,,,100,24.7,26.7,77.7,83.8,1181963,1275507,0,346414,1182012,0,0,0,8.24,0.07,No,,Compliant,,,60,,38,18383
20309,2015,Multifamily LR (1-4),Low-Rise Multifamily,CARIBBEAN MANOR APT"S,1160000005,3211 Grant McConnachie Way,5,NORTH,1969,1,4,29683,0,29683,Multifamily Housing,Multifamily Housing,29683,,,,,,46,34,34,103.1,103.1,1009566,1009566,0,280512,957147,525,52459,0,9.46,0.18,No,,Compliant,,,46,,28,19579
20310,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BROXTON CONDOMINIUM,1165200000,"6140 Blundell Road, Richmond Centre",1,SOUTHWEST,2003,1,8,40791,0,40791,"Medical Office, Multifamily Housing, Parking",Multifamily Housing,42077,Parking,17566,Medical Office,2240,,,39.2,43.9,93.3,101.2,1735728,1944947,0,324086,1105828,6299,629946,0,41.17,0.89,No,,Compliant,,,1,,50,17916
20311,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LICTONWOOD APT SEATTLE HOUSING,1172000025,6551 No 3 Road,6,NORTHWEST,1971,1,5,56319,0,56319,Multifamily Housing,Multifamily Housing,56319,,,,,,23,44.6,50,114.8,130.2,2512443,2817842,0,536502,1830620,6819,681899,0,48.98,0.73,Yes,,Compliant,,,23,,21,18377
20312,2015,Multifamily LR (1-4),Low-Rise Multifamily,TELEMARK APTS,1175000630,108 3170 Tillicum Rd,6,BALLARD,1975,1,4,30948,0,30948,Multifamily Housing,Multifamily Housing,22575,,,,,,85,25.6,28.9,80.3,90.8,577290,652692,0,169194,577314,0,0,0,4.02,0.05,No,,Compliant,,,4,,1,18386
20316,2015,Multifamily LR (1-4),Low-Rise Multifamily,FAIRHAVEN APTS,1175000904,"771 Vernon Avenue, Piccadilly Mall",6,BALLARD,1988,1,4,39319,8533,30786,"Multifamily Housing, Parking",Multifamily Housing,30786,Parking,0,,,,75,29.3,31.9,92.1,100.2,903228,982286,0,264721,903265,0,0,0,6.3,0.06,No,,Compliant,,,4,,1,18386
20320,2015,Multifamily LR (1-4),Low-Rise Multifamily,ISLAND VIEW APTS,1501800015,"1151 - 10th Avenue SW, 102, Tsain-Ko Village",1,SOUTHWEST,1984,1,4,41443,0,41443,Multifamily Housing,Multifamily Housing,41443,,,,,,26,35.8,40.1,112.3,126,1481698,1663198,0,434261,1481759,0,0,0,10.33,0.1,Yes,,Compliant,,,41,,49,18795
20321,2015,Multifamily LR (1-4),Low-Rise Multifamily,CHAMBERY PARK CONDOMINIUM,1508400000,5500 Sunshine Coast Highway,5,NORTH,1975,1,3,130680,0,130680,Multifamily Housing,Multifamily Housing,130709,,,,,,68,26.5,30.7,83.3,96.4,3467698,4011011,0,1016324,3467841,0,0,0,24.17,0.07,Yes,,Compliant,,117,29,2,26,19579
20323,2015,NonResidential,Residence Hall/Dormitory,CHANCERY PLACE APARTMENTS,1510600000,2345 Beacon Avenue,3,EAST,1982,1,15,115775,31535,84240,"Office, Residence Hall/Dormitory",Residence Hall/Dormitory,150000,Office,25000,,,,93,16.5,17.9,51.9,56.3,2892428,3136113,0,847722,2892548,0,0,0,20.16,0.07,No,,Compliant,,,19,,12,18379
20324,2015,NonResidential,Worship Facility,TEMPLE BETH AM,1513800009,2471 Beacon Avenue,4,NORTHEAST,2000,1,2,31386,0,31386,Worship Facility,Worship Facility,30000,,,,,,58,32.6,0,82.9,0,978211,0,0,204897,699137,2791,279103,0,19.7,0.53,No,,Compliant,,,55,,48,18792
20325,2015,Campus,K-12 School,UNIVERSITY PREPARATORY ACADEMY - CAMPUS,1513800010,123-1640 Electra Blvd,4,NORTHEAST,1989,1,3,21500,0,21500,K-12 School,K-12 School,96154,,,,,,51,64.1,71.2,136.4,143.9,6159684,6844304,0,931897,3179766,29801,2980050,0,180.44,7.76,No,,Compliant,,,55,,48,18792
20330,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CHARBONNEAU CONDOMINIUM,1522500000,3664 Highway 16,3,EAST,1989,1,5,140778,44200,96578,"Multifamily Housing, Parking",Multifamily Housing,96578,Parking,44200,,,,85,28.5,31,89.5,97.2,2751694,2990058,0,806475,2751808,0,0,0,19.18,0.05,No,,Compliant,,,8,,12,19578
20340,2015,Multifamily LR (1-4),Low-Rise Multifamily,LAURELHURST APTS,1525049011,1730 152nd Street,4,NORTHEAST,1961,1,4,30834,0,30834,Multifamily Housing,Multifamily Housing,28876,,,,,,96,22.2,24.7,69.8,77.5,641713,712993,0,188075,641740,0,0,0,4.47,0.06,No,,Compliant,,,55,,48,18383
20343,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CHATILLON,1532000000,"40147 Glenalder Place, Unit 105, Squamish Station",7,MAGNOLIA / QUEEN ANNE,2002,1,5,21536,0,21536,Multifamily Housing,Multifamily Housing,21536,,,,,,,23.7,23.7,74.3,74.3,509372,509372,0,149288,509393,0,0,0,3.55,0.06,No,,Compliant,,,50,,40,19575
20350,2015,Multifamily LR (1-4),Low-Rise Multifamily,Arabelle Apartments,1562400000,"1200 Hunter Place, Suite 510",5,NORTHWEST,1988,1,4,47873,13301,34572,Multifamily Housing,Multifamily Housing,47873,,,,,,36,20.7,21.4,64.8,67.2,988619,1025063,0,289748,988660,0,0,0,6.89,0.06,No,,Compliant,,,46,,34,19582
20360,2015,Multifamily LR (1-4),Low-Rise Multifamily,CINNAMON RIDGE CONDOMINIUM,1592100000,"7450 120 St, Guildford Town Centre",1,SOUTHWEST,1985,1,4,39581,0,39581,Multifamily Housing,Multifamily Housing,39581,,,,,,87,21.3,23.9,66.8,75.1,842593,946239,0,246950,842628,0,0,0,5.87,0.06,No,,Compliant,,,37,,51,17916
20361,2015,Multifamily LR (1-4),Low-Rise Multifamily,CITADEL THE CONDOMINIUM,1594000000,"10355 - 152nd St., Ste. 1079",7,MAGNOLIA / QUEEN ANNE,1989,1,4,23177,0,23177,Multifamily Housing,Multifamily Housing,23177,,,,,,,19.6,21.9,61.5,68.9,454296,508724,0,133147,454315,0,0,0,3.17,0.05,No,,Compliant,,,50,,39,19575
20362,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CITISCAPE CONDOMINIUM,1594300000,10355 King George Hwy,7,MAGNOLIA / QUEEN ANNE,1991,1,5,54360,0,54360,Multifamily Housing,Multifamily Housing,45319,,,,,,82,32.6,36.3,102.3,114.1,1476969,1646456,0,432875,1477031,0,0,0,10.3,0.07,No,,Compliant,,,50,,7,18390
20367,2015,Multifamily LR (1-4),Low-Rise Multifamily,CITY LIGHTS ON HARBOR CONDOMINIUM,1595200000,"17967 56th Avenue, Space #6",1,SOUTHWEST,1990,1,3,70207,0,70207,Multifamily Housing,Multifamily Housing,71273,,,,,,99,10.4,10.4,32.8,32.8,743725,743725,0,217973,743755,0,0,0,5.18,0.03,No,,Compliant,Low Outlier,,41,,49,19581
20369,2015,NonResidential,Small- and Mid-Sized Office,EMERALD LANDING I,4088801740,7165 138 Street,4,LAKE UNION,2012,1,2,84116,0,84116,Office,Office,55000,,,,,,83,38.3,38.3,119,119,2105451,2105451,0,607510,2072909,326,32628,0,16.18,0.09,No,,Compliant,,,61,,3,18377
20372,2015,NonResidential,Hotel,HOTEL ANDRA,1604500000,2670 152nd St,7,DOWNTOWN,1925,1,9,104000,0,104000,"Hotel, Restaurant",Hotel,96000,Restaurant,8000,,,,9,79.1,82.6,172.6,173.6,8227025,8590433,3085788,1238979,4227572,9138,913839,0,316.19,2.87,No,,Compliant,,,56,,31,19576
20376,2015,SPS-District K-12,K-12 School,KIMBALL ELEMENTARY SCHOOL (SPS-DISTRICT),1624049006,"1658 128th Street, #60, Morgan Crossing",2,GREATER DUWAMISH,1971,1,1,55206,0,55206,K-12 School,K-12 School,55206,,,,,,81,36,38.4,87.4,94.9,1986624,2119832,0,383858,1309778,6769,676900,0,45.08,0.71,Yes,,Compliant,,,42,,41,17919
20377,2015,Multifamily LR (1-4),Senior Care Community,WASHINGTON CARE CENTER,1624049040,"15850 26 Ave, 127, Surrey Park Place",2,SOUTHEAST,1981,1,3,78374,0,78374,"Parking, Senior Care Community",Senior Care Community,58665,Parking,0,,,,97,57.5,59.9,180.5,188.2,3371455,3516423,0,988117,3371595,0,0,0,23.5,0.11,No,,Compliant,,,10,,42,17919
20383,2015,Multifamily LR (1-4),Low-Rise Multifamily,CITY VIEWS APTS,1324039102,"9908 King George Boulevard, 203",1,SOUTHWEST,1992,1,4,121037,39305,81732,"Multifamily Housing, Parking",Multifamily Housing,81732,Parking,39305,,,,86,28.8,30.6,90.5,96,2355732,2498958,0,690426,2355830,0,0,0,16.42,0.05,No,,Compliant,,,45,,49,19581
20387,2015,NonResidential,Mixed Use Property,MARINE BUSINESS CENTER,1325039001,"101-15976 108th Avenue, Nordel Annex",6,BALLARD,2007,1,2,38784,0,38784,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,16826,Office,16826,,,,,45.3,48.6,116.8,120.3,1525624,1637063,0,326652,1114581,4111,411089,0,29.6,0.64,No,,Compliant,,,4,,2,18386
20389,2015,Multifamily LR (1-4),Low-Rise Multifamily,CANAL PLACE CONDOMINIUM,1327000000,"12025 Nordel Way, 110, 604-",7,MAGNOLIA / QUEEN ANNE,1984,1,4,26568,0,26568,"Multifamily Housing, Parking",Multifamily Housing,26568,Parking,5000,,,,99,20.8,24.1,65.4,75.5,553476,639026,0,162215,553499,0,0,0,3.86,0.06,No,,Compliant,,,50,,39,19575
20390,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CANAL STATION CONDOMINIUM,1327100000,"15355 24 Ave, South Point Exchange",6,BALLARD,2007,1,6,182494,0,182494,"Multifamily Housing, Retail Store",Multifamily Housing,165553,Retail Store,14373,,,,93,29,30.4,69.2,70.7,5216213,5461109,0,978953,3340327,18760,1876024,0,122.92,0.59,No,,Compliant,,,4,,1,18386
20391,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CANAL STATION NORTH CONDOMINIUM,1327150000,"3061 152nd Street, Unit 700, Panarama Village",6,BALLARD,2007,1,6,113462,0,113462,"Multifamily Housing, Retail Store",Multifamily Housing,108950,Retail Store,4512,,,,,28.6,29.7,71,72.2,3240830,3369695,0,651965,2224596,10163,1016326,0,69.48,0.53,No,,Compliant,,,4,,1,18386
20393,2015,NonResidential,Other,D W CLOSE CO,1327300004,"15161 #10 Hwy, 108, Guildford Town Centre",2,GREATER DUWAMISH,1969,1,2,41790,0,41790,"Office, Social/Meeting Hall",Social/Meeting Hall,21790,Office,20000,,,,,42.5,42.5,121.1,121.1,1777554,1777554,0,448115,1529031,2486,248587,0,23.86,0.41,No,,Compliant,,,57,,36,19584
20395,2015,NonResidential,Small- and Mid-Sized Office,HOLYOKE BUILDING,939000515,1007 - 2695 Guildford Town Centre,7,DOWNTOWN,1900,1,5,39960,0,39960,"Office, Other",Office,35672,Other,2840,,,,82,45,48.3,120.7,124.1,1734533,1861479,0,396338,1352362,3822,382227,0,29.73,0.6,No,,Compliant,,,14,,19,18379
20396,2015,NonResidential,Non-Refrigerated Warehouse,MEAVES BUILDING,939000530,"7380 King George Highway, Unit # 800, Brick Yard Station",7,DOWNTOWN,1900,1,5,33300,0,33300,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,24000,Retail Store,6000,,,,,4.4,4.4,13.8,13.8,131810,131810,0,38631,131815,0,0,0,0.92,0.01,No,,Compliant,,,14,,19,18379
20397,2015,NonResidential,Hotel,HOTEL SEATTLE,942000120,"17455 56 Ave, 130",7,DOWNTOWN,1926,1,11,36240,0,36240,Hotel,Hotel,36240,,,,,,97,57.8,69.3,94,107.9,2094525,2511813,1050707,146921,501315,5425,542524,0,113.41,3.07,No,,Compliant,,,14,,19,18081
20398,2015,NonResidential,Other,WOMENS UNIVERSITY CLUB,942000255,"10174 - 152nd Street, City Centre 1",7,DOWNTOWN,1922,1,3,39320,6960,32360,Social/Meeting Hall,Social/Meeting Hall,39320,,,,,,,74.2,82.2,133.6,141.7,2916511,3232192,1058012,284723,971513,8870,887026,0,135.55,3.34,No,,Compliant,,,14,,19,18081
20401,2015,Multifamily MR (5-9),Mid-Rise Multifamily,DOVER APTS,942000460,"13737 96 Avenue, 108, Cedar Hills",7,DOWNTOWN,1907,1,5,41452,0,41452,Multifamily Housing,Multifamily Housing,41452,,,,,,99,37.9,44,65.7,73.5,1569569,1823222,0,151082,515515,10541,1054076,0,59.58,1.38,Yes,,Compliant,,,14,,19,18379
20402,2015,NonResidential,Other,FIRST UNITED METHODIST CHURCH,942000530,12840 96th Avenue,7,DOWNTOWN,1908,1,5,41536,0,41536,Performing Arts,Performing Arts,41536,,,,,,,24.7,24.7,77.4,77.4,1024033,1024033,0,300127,1024076,0,0,0,7.14,0.07,No,,Compliant,,,14,,19,18379
20403,2015,Multifamily LR (1-4),Low-Rise Multifamily,PACIFIC HOTEL/APTS,942000555,"10355 152 St, Unit 1386, Alder Crossing",7,DOWNTOWN,1916,1,3,45320,0,45320,Multifamily Housing,Multifamily Housing,45320,,,,,,36,90.8,104.1,147.8,162.6,4116966,4716818,0,332991,1136212,29808,2980800,0,166.23,3.56,No,,Compliant,High Outlier,,14,,19,18379
20406,2015,NonResidential,Hotel,REYNOLDS WORK RELEASE FACILITY,942001120,"3288 King George Hwy, Unit #1",7,DOWNTOWN,1909,1,6,35820,0,35820,Hotel,Hotel,35820,,,,,,91,97.9,111.3,163.1,177.1,3507714,3985421,0,302932,1033647,24741,2474110,0,138.61,3.75,No,,Compliant,,,14,,22,18379
20407,2015,Multifamily LR (1-4),Low-Rise Multifamily,CATE APTS (LOW INCOME),945000680,"8860 152 St, London Station",6,NORTHWEST,2003,1,4,42984,7400,35584,"Multifamily Housing, Office, Parking",Multifamily Housing,32063,Parking,7400,Office,1005,,,37.7,40.3,108.2,116.4,1245753,1331522,0,318543,1086915,1589,158883,0,16.02,0.26,No,,Compliant,,,23,,21,18798
20415,2015,NonResidential,K-12 School,HOLY ROSARY SCHOOL,952002500,"10362 King George Highway, Clayton Crossing Shopping Centre",1,SOUTHWEST,1922,1,2,33462,0,33462,K-12 School,K-12 School,57896,,,,,,89,51.7,65.8,75.3,91.4,2994822,3806840,0,170062,580275,24146,2414571,0,132.28,3.88,No,,Compliant,,,1,,50,18795
20419,2015,NonResidential,K-12 School,SEATTLE LUTHERAN HIGH SCHOOL,952002655,"18737 Fraser Highway, Unit 103",1,SOUTHWEST,1965,1,3,49744,0,49744,K-12 School,K-12 School,49744,,,,,,99,35.1,45.2,55.4,67.9,1748132,2247400,0,129237,440975,13072,1307176,0,72.5,1.42,No,,Compliant,,,1,,50,18795
20425,2015,NonResidential,Worship Facility,HOPE LUTHERAN CHURCH,952005960,"15941 Fraser Highway, Central City SC",1,SOUTHWEST,1923,1,2,37816,0,37816,"K-12 School, Worship Facility",Worship Facility,19407,K-12 School,18701,,,,58,37.4,44.3,78.6,85.9,1423706,1687852,0,210324,717656,7061,706080,0,42.5,1.04,No,,Compliant,,,1,,50,18795
20427,2015,NonResidential,Mixed Use Property,LYON"S ANTIQUE MALL-WINDEREMERE-GARLIC JIMS,952006290,"10153 King George Hwy, 2799, The Village of Grandview Corners",1,SOUTHWEST,1926,1,2,23315,0,23315,"Office, Restaurant, Retail Store",Office,7758,Retail Store,6919,Restaurant,1976,,,81.2,93.3,193.6,206.2,1353017,1553273,0,252859,862792,4903,490261,0,32.05,1.22,No,,Compliant,,,1,,50,18795
20428,2015,NonResidential,Mixed Use Property,MATADOR/JAK"S GRILL/8 LIMBS YOGA/FITNESS TOGETHER,952006350,"2453 161A Street, 10, Central City",1,SOUTHWEST,1930,1,2,20700,0,20700,"Non-Refrigerated Warehouse, Office, Other - Recreation, Restaurant",Non-Refrigerated Warehouse,6900,Restaurant,6900,Other - Recreation,4323,,,199,205.4,291,296.4,4119958,4252116,0,237938,811880,33081,3308112,0,181.35,8.59,No,,Compliant,,,1,,50,18795
20430,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ALASKA HOUSE,952006465,"10153 King George Blvd., Unit 512",1,SOUTHWEST,1979,1,9,82876,18274,64602,"Multifamily Housing, Parking",Multifamily Housing,64602,Parking,18274,,,,60,52.9,57.9,133.9,147.9,3418003,3743633,0,709816,2421992,9961,996112,0,69.79,0.72,No,,Compliant,,,1,,50,18795
20432,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CAPCO PLAZA (Altamira Apartments & QFC),952006755,8898 152nd Street,1,SOUTHWEST,2008,1,7,322592,138000,184592,"Multifamily Housing, Office, Retail Store, Supermarket/Grocery Store",Multifamily Housing,116160,Supermarket/Grocery Store,35318,Retail Store,19249,,33,78.1,79.3,224.5,225.8,13852986,14063850,0,3545399,12097404,17561,1756083,0,177.6,0.39,Yes,,Compliant,,,1,,50,18795
20433,2015,NonResidential,Other,West Seattle Bowl / Highstrike Grill,952007220,4655 Lakelse,1,SOUTHWEST,1948,1,1,41521,13124,28397,"Other - Recreation, Parking, Restaurant",Other - Recreation,26241,Parking,13124,Restaurant,2574,,,115,125.5,247.9,255.3,3314418,3615268,0,513832,1753268,15612,1561222,0,95.14,2.11,No,,Compliant,,,1,,50,18795
20435,2015,NonResidential,Supermarket/Grocery Store,TRADER JOE"S,952007370,"1359 56th Street, 1",1,SOUTHWEST,1946,1,2,25762,0,25762,Supermarket/Grocery Store,Supermarket/Grocery Store,25762,,,,,,100,91.1,89.4,286.2,280.7,2347893,2303300,0,688128,2347990,0,0,0,16.37,0.24,No,,Compliant,,,1,,50,19581
20437,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LINK APARTMENTS,952007715,"5000 Canoe Pass Way, CRU 647",1,SOUTHWEST,2010,1,7,213016,46786,166230,"Multifamily Housing, Parking",Multifamily Housing,127364,Parking,2,,,,92,37.6,38.5,89.3,90.3,4784731,4905517,0,890261,3037697,17472,1747160,0,113.97,0.47,No,,Compliant,,,1,,50,19581
20439,2015,NonResidential,Other,WEST SEATTLE FAMILY YMCA,952007845,1143 56th St,1,SOUTHWEST,1984,1,1,33334,0,33334,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,50000,Swimming Pool,0,,,,,127.5,136.6,246.3,253.5,6376820,6832315,0,787793,2688061,36889,3688870,0,214.65,6.09,No,,Compliant,,,1,,50,19581
20440,2015,NonResidential,Small- and Mid-Sized Office,SK FOOD GROUP/LSG SKY CHEF,952007920,125 Davie Street,1,SOUTHWEST,1981,1,3,43387,0,43387,Office,Office,45000,,,,,,62,58.1,58.9,168.2,169,2616127,2649091,0,676251,2307464,3088,308759,0,32.48,0.52,No,,Compliant,,,1,,50,19581
20441,2015,Multifamily LR (1-4),Low-Rise Multifamily,BARI APTS,952008120,1601 Bayshore Dr,1,SOUTHWEST,1960,1,2,23983,0,23983,Multifamily Housing,Multifamily Housing,23983,,,,,,11,40.9,44.9,128.4,141.1,980418,1077438,0,287344,980459,0,0,0,6.83,0.11,Yes,,Compliant,,,1,,50,19581
20444,2015,Multifamily LR (1-4),Low-Rise Multifamily,FAIRWAY APARTMENT,952008240,"1895 Cornwall Ave, Vancouver Centre",1,SOUTHWEST,1963,1,4,29351,3460,25891,"Multifamily Housing, Parking",Multifamily Housing,25891,Parking,0,,,,72,25.5,28.4,80.2,89.1,661383,734518,0,193840,661410,0,0,0,4.61,0.06,No,,Compliant,,,1,,50,19581
20445,2015,Multifamily MR (5-9),Mixed Use Property,Brookdale West Seattle,952008285,720 Granville St,1,SOUTHWEST,2003,1,7,106976,20986,85990,"Multifamily Housing, Parking, Senior Care Community",Multifamily Housing,52514,Senior Care Community,45545,Parking,20986,,42,43.5,47.2,116.2,126.7,4267567,4623555,0,968844,3305832,9619,961872,0,74.13,0.56,No,,Compliant,,,1,,50,19581
20447,2015,Multifamily LR (1-4),Low-Rise Multifamily,ADELPHI APTS,955000005,1855 Burrard Street,3,CENTRAL,1920,1,3,25475,0,25475,Multifamily Housing,Multifamily Housing,25475,,,,,,85,43.1,49.4,62.7,69.3,1097943,1257688,0,62236,212359,8856,885592,0,48.51,1.87,No,,Compliant,,,9,,6,18789
20452,2015,Multifamily LR (1-4),Low-Rise Multifamily,ELIZABETH JAMES HOUSE,955000480,890 West 25 Avenue,3,CENTRAL,1968,1,3,40779,0,40779,"Multifamily Housing, Parking",Multifamily Housing,38212,Parking,0,,,,65,32.5,35.8,102,112.5,1240875,1368520,0,363680,1240926,0,0,0,8.65,0.08,No,,Compliant,,,35,,6,18789
20456,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE PARKER APTS,976000335,"2332 Main Mall, UBC Fred Kaiser Bldg, The Melville",7,MAGNOLIA / QUEEN ANNE,1965,1,3,38328,0,38328,"Multifamily Housing, Parking",Multifamily Housing,30810,Parking,4000,,,,77,33.5,38.1,105.3,119.8,1032857,1175262,0,302713,1032900,0,0,0,7.2,0.07,No,,Compliant,,,50,,39,19575
20470,2015,NonResidential,Mixed Use Property,LAKE CITY CENTER,1453600540,580 Bute St,5,NORTH,1979,1,1,39350,0,39350,"Food Service, Other - Services, Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,19271,Retail Store,19249,Food Service,1945,,,5.6,5.6,17.5,17.5,235541,235541,0,69033,235551,0,0,0,1.64,0.02,No,,Compliant,,119,29,2,29,19579
20472,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CEDAR PARK APARTMENTS,1453600660,2902 West Broadway,5,NORTH,2008,1,6,193691,34414,159277,"Multifamily Housing, Office, Parking",Multifamily Housing,150092,Parking,30575,Office,3498,,,41,47.5,94.2,106.5,6293550,7302501,0,1101157,3757304,25364,2536403,0,160.9,0.75,No,,Compliant,,119,29,2,29,19579
20474,2015,NonResidential,Other,CASCADE BUILDING,1453600740,"655 Burrard Street, Verona at Portico",5,NORTH,1949,1,1,22405,0,22405,"Other, Retail Store",Other,11000,Retail Store,7500,,,,,191.2,194.3,323.4,322.2,3537977,3594204,0,318039,1085193,24528,2452829,0,137.83,5.94,No,,Compliant,,127,29,2,29,19579
20480,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE CITY HOUSE,1453601041,2288 Granville Street,5,NORTH,1971,1,7,86283,0,86283,Multifamily Housing,Multifamily Housing,86283,,,,,,23,43,49,114.8,132,3714139,4224939,0,842715,2875462,8388,838796,0,64.59,0.61,Yes,,Compliant,,127,29,2,29,19579
20484,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CITY NORTH APTS (FORMERLY REKHI BUILDING),1453601220,2795 East Hastings St,5,NORTH,2001,1,6,57775,11286,46489,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,71073,Retail Store,17043,Parking,11286,,,29.8,32.1,93.6,100.7,2625396,2825578,0,769460,2625505,0,0,0,18.3,0.12,No,,Compliant,,127,29,2,29,19579
20490,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SOLARA APTS,1453601380,"1641 Davie Street, University Marketplace",5,NORTH,2001,1,5,320739,93260,227479,"Multifamily Housing, Parking",Multifamily Housing,179623,Parking,40114,,,,79,48.4,51.6,107.4,113.7,8696206,9260036,0,1425387,4863622,38328,3832785,0,237.46,0.68,No,,Compliant,,127,29,2,29,19579
20493,2015,Multifamily LR (1-4),Low-Rise Multifamily,SPRING LAKE APTS,1453602441,5763 Dalhousie Road,5,NORTH,1986,1,3,67624,17057,50567,Multifamily Housing,Multifamily Housing,67624,,,,,,67,24.9,27.2,78.1,85.4,1681424,1840106,0,492797,1681493,0,0,0,11.72,0.07,No,,Compliant,,127,29,2,29,19579
20494,2015,SPS-District K-12,Other,CEDAR PARK ELEMENTARY (SPS-DISTRICT),1454100350,"1055 Dunsmuir Street, 406c",5,NORTH,2013,1,1,32590,0,32590,Other,Other,32590,,,,,,,49.7,49.7,69.7,69.7,1618695,1618695,0,80249,273819,13449,1344887,0,73.34,2.21,No,,Compliant,,118,29,2,29,19579
