airline_sentiment,negative_reason,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone,,,,
negative,Customer Service Issue,Southwest,toddntucker,0,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",2015-02-23 15:11:38 -0800,"Washington, DC",Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,cammj14,1,@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,2015-02-23 15:06:19 -0800,,Central Time (US & Canada),,,,
positive,,Southwest,trselbrede,0,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",2015-02-23 15:05:11 -0800,,,,,,
negative,Can't Tell,Southwest,djplays,0,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,2015-02-23 15:02:26 -0800,,,,,,
neutral,,Southwest,davidgoodson71,0,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,2015-02-23 15:01:40 -0800,,,,,,
positive,,Southwest,itspr1,0,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,2015-02-23 15:01:35 -0800,,Pacific Time (US & Canada),,,,
negative,Bad Flight,Southwest,momfluential,0,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,2015-02-23 15:01:12 -0800,Southern California,Pacific Time (US & Canada),,,,
neutral,,Southwest,markjohnson319,0,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,2015-02-23 15:00:28 -0800,"Dallas, TX",,,,,
neutral,,Southwest,davidgoodson71,0,@SouthwestAir honesty should always be the policy,2015-02-23 14:57:18 -0800,,,,,,
positive,,Southwest,itspr1,0,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,2015-02-23 14:55:45 -0800,,Pacific Time (US & Canada),,,,
neutral,,Southwest,MinderJoan,0,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,2015-02-23 14:53:20 -0800,,Eastern Time (US & Canada),,,,
neutral,,Southwest,firefighter89,0,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity",2015-02-23 14:52:17 -0800,Nebraska,Central Time (US & Canada),,,,
neutral,,Southwest,SharArnold,0,@SouthwestAir any deals to orlando in April/may??,2015-02-23 14:50:54 -0800,,,,,,
neutral,,Southwest,UpShootHort,0,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,2015-02-23 14:39:48 -0800,"Madison, OH",Pacific Time (US & Canada),,,,
neutral,,Southwest,HanlonBrothers,0,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,2015-02-23 14:38:55 -0800,"Gold Coast, Australia",Brisbane,,,,
negative,Late Flight,Southwest,DrewDepo,0,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",2015-02-23 14:37:03 -0800,KCMO,,,,,
positive,,Southwest,WalterFaddoul,0,@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,2015-02-23 14:36:22 -0800,"Indianapolis, Indiana; USA",Central Time (US & Canada),,,,
negative,Lost Luggage,Southwest,brookardi,0,@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,2015-02-23 14:36:01 -0800,,Quito,,,,
negative,Late Flight,Southwest,DrewDepo,0,@SouthwestAir prove it,2015-02-23 14:35:51 -0800,KCMO,,,,,
positive,,Southwest,WalterFaddoul,0,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,2015-02-23 14:35:43 -0800,"Indianapolis, Indiana; USA",Central Time (US & Canada),,,,
positive,,Southwest,WalterFaddoul,0,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,2015-02-23 14:35:04 -0800,"Indianapolis, Indiana; USA",Central Time (US & Canada),,,,
positive,,Southwest,brian_willie,0,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",2015-02-23 14:28:51 -0800,"Franklin, TN",Eastern Time (US & Canada),,,,
negative,Bad Flight,Southwest,simpsonVT,1,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,2015-02-23 14:26:53 -0800,"Kensington, MD",Eastern Time (US & Canada),,,,
positive,,Southwest,royvergara,0,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp,2015-02-23 14:18:32 -0800,"Las Vegas, NV",Pacific Time (US & Canada),,,,
negative,Can't Tell,Southwest,goodchrism,0,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,2015-02-23 14:17:34 -0800,"Boston, MA",Eastern Time (US & Canada),,,,
neutral,,Southwest,djplays,0,@SouthwestAir no fare giving out clues.  In route now.,2015-02-23 14:13:53 -0800,,,,,,
positive,,Southwest,steph82nichole,0,@SouthwestAir telling my Fam in Vegas now. :),2015-02-23 14:13:43 -0800,California,,,,,
neutral,,Southwest,Soldier_Gomez,0,@SouthwestAir How many tickets are left?,2015-02-23 14:07:58 -0800,Las Vegas,Arizona,,,,
positive,,Southwest,NikkiDan96,0,@SouthwestAir thank you!,2015-02-23 14:06:36 -0800,,,,,,
negative,Can't Tell,Southwest,ProfessorpaUL15,0,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7,2015-02-23 14:03:13 -0800,,Atlantic Time (Canada),,,,
negative,Can't Tell,Southwest,NikkiDan96,0,@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.,2015-02-23 14:01:00 -0800,,,,,,
neutral,,Southwest,Soldier_Gomez,0,@SouthwestAir Why do you have to be 18 馃槶,2015-02-23 14:00:29 -0800,Las Vegas,Arizona,,,,
negative,Late Flight,Southwest,portal_narlish,0,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",2015-02-23 13:55:28 -0800,"San Francisco, CA",,,,,
positive,,Southwest,SportsDiva84,0,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",2015-02-23 13:54:58 -0800,,Eastern Time (US & Canada),,,,
neutral,,Southwest,jlivingood,0,@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...,2015-02-23 13:52:46 -0800,"Philadelphia, PA",Eastern Time (US & Canada),,,,
positive,,Southwest,Pushmyn,0,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D,2015-02-23 13:51:37 -0800,"Littleton, NH",Eastern Time (US & Canada),,,,
negative,Can't Tell,Southwest,rcymozart,0,"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action.",2015-02-23 13:51:25 -0800,"Redlands, CA",Pacific Time (US & Canada),,,,
neutral,,Southwest,royvergara,0,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,2015-02-23 13:51:16 -0800,"Las Vegas, NV",Pacific Time (US & Canada),,,,
negative,Can't Tell,Southwest,seezulu,0,"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?",2015-02-23 13:48:54 -0800,,,,,,
neutral,,Southwest,TGIAIMO,0,@SouthwestAir are 5 people there?,2015-02-23 13:48:32 -0800,,Quito,,,,
positive,,Southwest,MinderJoan,0,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,2015-02-23 13:46:31 -0800,,Eastern Time (US & Canada),,,,
neutral,,Southwest,itsangieohyeah,0,"鈥淍SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S鈥?Thanks again SW",2015-02-23 13:45:01 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,
positive,,Southwest,MauLoaIkaika73,0,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,2015-02-23 13:44:24 -0800,,Pacific Time (US & Canada),,,,
positive,,Southwest,Karlyle_Tomms,0,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,2015-02-23 13:44:09 -0800,Ozarks,Central Time (US & Canada),,,,
negative,Can't Tell,Southwest,suzyyogi,0,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?,2015-02-23 13:42:47 -0800,suburbs of Pittsburgh....,Quito,,,,
neutral,,Southwest,MauLoaIkaika73,0,"@SouthwestAir Dang, if only practice was an hour Late Flightr today...",2015-02-23 13:41:27 -0800,,Pacific Time (US & Canada),,,,
neutral,,Southwest,seezulu,0,@SouthwestAir that was supposed to say "boo" not book. booo.,2015-02-23 13:40:41 -0800,,,,,,
neutral,,Southwest,pammpeterson,0,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,2015-02-23 13:40:11 -0800,,Quito,,,,
positive,,Southwest,KatePatay,0,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,2015-02-23 13:40:10 -0800,"Reno, NV",Alaska,,,,
negative,Late Flight,Southwest,lajollamom,0,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,2015-02-23 13:39:24 -0800,"La Jolla, CA ",Pacific Time (US & Canada),,,,
positive,,Southwest,seezulu,0,@SouthwestAir really easy for locals to get down to the strip. book.,2015-02-23 13:38:55 -0800,,,,,,
neutral,,Southwest,MelRiaCarLite,0,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,2015-02-23 13:38:42 -0800,,,,,,
positive,,Southwest,zupshawrl,0,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,2015-02-23 13:27:56 -0800,,,,,,
neutral,,Southwest,rcymozart,0,"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",2015-02-23 13:27:15 -0800,"Redlands, CA",Pacific Time (US & Canada),,,,
neutral,,Southwest,Hustleran,0,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,2015-02-23 13:26:16 -0800,,,,,,
neutral,,Southwest,mar_morine,0,@SouthwestAir how do get priority seating after you already paid for the flight,2015-02-23 13:24:27 -0800,Philadelphia PA ,Quito,,,,
negative,Can't Tell,Southwest,CravenMorhead,0,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding",2015-02-23 13:23:38 -0800,,Mountain Time (US & Canada),,,,
neutral,,Southwest,djwrapcity,0,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?,2015-02-23 13:23:06 -0800,Chicago,Central Time (US & Canada),,,,
positive,,Southwest,neens_5,0,@SouthwestAir best airline 馃憣,2015-02-23 13:21:29 -0800,,,,,,
positive,,Southwest,levijunkert,0,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,2015-02-23 13:19:42 -0800,"San Francisco, CA",Mountain Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,Hustleran,0,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,2015-02-23 13:19:32 -0800,,,,,,
neutral,,Southwest,snwrdr30,0,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,2015-02-23 13:13:53 -0800,,,,,,
neutral,,Southwest,DavidAlfieWard,0,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David.",2015-02-23 13:12:00 -0800,London UK & USA,,,,,
neutral,,Southwest,Felittle,0,@southwestair watching planes do their thing https://t.co/iItoJhUIKH,2015-02-23 13:01:49 -0800,"Boston, MA",Pacific Time (US & Canada),,,,
positive,,Southwest,Jimmis2001,0,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR,2015-02-23 12:57:40 -0800,,Eastern Time (US & Canada),,,,
negative,Can't Tell,Southwest,DeniseMarois,0,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,2015-02-23 12:52:46 -0800,,,,,,
neutral,,Southwest,oxanniekateox,0,@SouthwestAir continues to prove to be the best airlines 馃挭,2015-02-23 12:48:19 -0800,Twin Cities,Mountain Time (US & Canada),,,,
positive,,Southwest,MsGeekyTeach,0,@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons,2015-02-23 12:46:26 -0800,Las Vegas,Arizona,,,,
negative,Bad Flight,Southwest,RI_Mom,0,@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149,2015-02-23 12:41:27 -0800,,Eastern Time (US & Canada),,,,
neutral,,Southwest,bushnelloptics,0,@SouthwestAir thanks!!,2015-02-23 12:33:16 -0800,,,,,,
positive,,Southwest,kitcat356,0,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,2015-02-23 12:30:35 -0800,,Central Time (US & Canada),,,,
negative,Late Flight,Southwest,JuniperCari,0,@SouthwestAir but when do I get my gin &amp; tonic !?!?,2015-02-23 12:29:17 -0800,Chicago,Central Time (US & Canada),,,,
negative,Late Flight,Southwest,arscolari,0,@SouthwestAir is this a sick joke? #toyingwithouremotions,2015-02-23 12:28:52 -0800,,,,,,
negative,Cancelled Flight,Southwest,meredithrae1,0,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????",2015-02-23 12:27:27 -0800,,,,,,
negative,Late Flight,Southwest,jlgustafson1,0,@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!,2015-02-23 12:27:03 -0800,DEN,,,,,
positive,,Southwest,sahandmirza,0,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,2015-02-23 12:26:49 -0800,"San Francisco, CA",,,,,
negative,Can't Tell,Southwest,WhiteMule83,0,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel",2015-02-23 12:26:40 -0800,"Boston, MA",,,,,
negative,Late Flight,Southwest,arscolari,0,"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans",2015-02-23 12:18:56 -0800,,,,,,
negative,Late Flight,Southwest,JuniperCari,0,@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty,2015-02-23 12:18:30 -0800,Chicago,Central Time (US & Canada),,,,
neutral,,Southwest,madisonisom,0,"@SouthwestAir done. Sorry, I thought I was already.",2015-02-23 12:16:07 -0800,"Birmingham, AL",Central Time (US & Canada),,,,
negative,Bad Flight,Southwest,FactualRevolt,0,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?",2015-02-23 12:15:19 -0800,,Arizona,,,,
positive,,Southwest,AnnCompton,0,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,2015-02-23 12:09:56 -0800,WashingtonDC,Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,littlemissjacob,0,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",2015-02-23 12:09:48 -0800,,Pacific Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,embenardos,0,@SouthwestAir weren't too "sincere" when you Cancelled Flighted my flight and made me drive 17 hours to get home..,2015-02-23 12:09:47 -0800,鈥ew York鈥?Eastern Time (US & Canada),,,,,
positive,,Southwest,AnnCompton,1,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,2015-02-23 12:08:12 -0800,WashingtonDC,Eastern Time (US & Canada),,,,
positive,,Southwest,AnnCompton,0,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!,2015-02-23 12:05:42 -0800,WashingtonDC,Eastern Time (US & Canada),,,,
